Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Rating
5419,CA-2012-110877,2012-10-23,2012-10-26,First Class,JE-15715,Joe Elijah,Consumer,United States,Houston,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,36.29,7,0.2,12.7,4.5
5420,CA-2012-110877,2012-10-23,2012-10-26,First Class,JE-15715,Joe Elijah,Consumer,United States,Houston,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,150.38,2,0.2,15.04,4.4
5421,US-2013-151827,2013-04-01,2013-04-03,Second Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,TEC-PH-10002789,Technology,Phones,LG Exalt,280.78,3,0.4,-60.84,4
5422,US-2013-151827,2013-04-01,2013-04-03,Second Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,31.98,2,0.2,1.2,4.1
5423,US-2013-163258,2013-12-30,2014-01-03,Standard Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.23,3,0.2,3.93,4.4
5424,CA-2014-103009,2014-11-04,2014-11-06,Second Class,PJ-18835,Patrick Jones,Corporate,United States,Richmond,OFF-PA-10001215,Office Supplies,Paper,Xerox 1963,26.4,5,0.0,11.88,4.2
5425,US-2014-120649,2014-01-21,2014-01-27,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Waterbury,OFF-AR-10001545,Office Supplies,Art,Newell 326,3.52,2,0.0,1.02,4.4
5426,CA-2013-153598,2013-12-04,2013-12-07,First Class,NM-18520,Neoma Murray,Consumer,United States,Los Angeles,TEC-AC-10003870,Technology,Accessories,LogitechÃÂ Z-906 Speaker sys - home theater - 5.1-CH,1649.95,5,0.0,659.98,4.3
5427,CA-2013-153598,2013-12-04,2013-12-07,First Class,NM-18520,Neoma Murray,Consumer,United States,Los Angeles,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,111.9,6,0.0,51.47,4.2
5428,US-2013-108497,2013-06-15,2013-06-15,Same Day,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",599.16,5,0.15,35.24,4.4
5429,CA-2013-113096,2013-09-03,2013-09-05,First Class,SZ-20035,Sam Zeldin,Home Office,United States,San Francisco,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53,3,0.0,12.1,4.4
5430,CA-2011-136861,2011-09-05,2011-09-07,First Class,PR-18880,Patrick Ryan,Consumer,United States,Saint Petersburg,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.98,2,0.2,2.0,4.5
5431,CA-2014-117422,2014-10-22,2014-10-26,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,Lakewood,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,161.57,2,0.2,16.16,4.3
5432,CA-2014-117422,2014-10-22,2014-10-26,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,Lakewood,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",4.06,1,0.2,1.37,4.2
5433,CA-2014-117422,2014-10-22,2014-10-26,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,Lakewood,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",6.22,4,0.7,-4.97,4.3
5434,CA-2014-129707,2014-04-26,2014-04-30,Standard Class,LH-16750,Larry Hughes,Consumer,United States,Chandler,OFF-AR-10000246,Office Supplies,Art,Newell 318,8.9,4,0.2,0.67,4.5
5435,CA-2012-160171,2012-10-19,2012-10-24,Standard Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,OFF-AP-10000275,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",1640.7,5,0.0,459.4,4.5
5436,CA-2012-160171,2012-10-19,2012-10-24,Standard Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,270.0,3,0.0,97.2,4.1
5437,CA-2011-103317,2011-07-05,2011-07-08,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,19.52,2,0.2,5.37,4.1
5438,CA-2011-103317,2011-07-05,2011-07-08,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,9.81,5,0.7,-6.87,4.2
5439,CA-2011-103317,2011-07-05,2011-07-08,First Class,DM-13525,Don Miller,Corporate,United States,Palm Coast,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,213.22,3,0.2,15.99,4.3
5440,CA-2013-167115,2013-04-05,2013-04-10,Standard Class,EH-14185,Evan Henry,Consumer,United States,New York City,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,588.78,2,0.2,184.0,3.7
5441,US-2014-153633,2014-11-14,2014-11-19,Second Class,TC-21295,Toby Carlisle,Consumer,United States,Jupiter,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,2.06,1,0.2,0.15,3.8
5442,CA-2014-155929,2014-09-10,2014-09-14,Standard Class,AI-10855,Arianne Irving,Consumer,United States,Glendale,OFF-PA-10000859,Office Supplies,Paper,Unpadded Memo Slips,6.37,2,0.2,2.39,4.0
5443,CA-2012-148712,2012-04-17,2012-04-23,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,New York City,TEC-AC-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.6,1,0.0,36.85,3.0
5444,CA-2012-148712,2012-04-17,2012-04-23,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,New York City,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",62.3,13,0.2,21.02,4.4
5445,CA-2012-148712,2012-04-17,2012-04-23,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,New York City,OFF-AR-10000614,Office Supplies,Art,Barrel Sharpener,10.71,3,0.0,2.78,4.3
5446,CA-2013-128307,2013-07-26,2013-07-30,Standard Class,BE-11335,Bill Eplett,Home Office,United States,Houston,OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,20.94,1,0.2,7.07,3.9
5447,US-2013-127425,2013-08-27,2013-09-01,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,33.0,6,0.0,8.25,4.1
5448,US-2013-127425,2013-08-27,2013-09-01,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,New York City,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,249.95,5,0.0,87.48,4.1
5449,US-2011-119081,2011-09-12,2011-09-19,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,357.93,3,0.0,7.16,3.7
5450,US-2011-119081,2011-09-12,2011-09-19,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive,57.4,5,0.0,10.91,3.5
5451,US-2011-119081,2011-09-12,2011-09-19,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,331.96,2,0.0,149.38,4.3
5452,US-2011-119081,2011-09-12,2011-09-19,Standard Class,TA-21385,Tom Ashbrook,Home Office,United States,Olathe,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",40.56,2,0.0,12.98,4.0
5453,CA-2013-140613,2013-07-23,2013-07-30,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Sparks,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",86.2,5,0.0,25.0,4.2
5454,US-2014-108700,2014-05-20,2014-05-24,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,Rockford,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book,38.02,6,0.2,13.78,3.9
5455,CA-2014-160962,2014-04-29,2014-05-03,Standard Class,MC-17605,Matt Connell,Corporate,United States,Philadelphia,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,8.38,1,0.2,0.73,4
5456,CA-2014-160962,2014-04-29,2014-05-03,Standard Class,MC-17605,Matt Connell,Corporate,United States,Philadelphia,OFF-AR-10003056,Office Supplies,Art,Newell 341,6.85,2,0.2,0.77,4.3
5457,CA-2014-130631,2014-12-30,2015-01-03,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Edmonds,OFF-FA-10000089,Office Supplies,Fasteners,Acco Glide Clips,19.6,5,0.0,9.6,4.4
5458,CA-2014-130631,2014-12-30,2015-01-03,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Edmonds,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,68.46,2,0.0,20.54,4
5459,CA-2014-116680,2014-09-05,2014-09-07,Second Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,13.34,6,0.2,4.34,4.0
5460,CA-2014-116680,2014-09-05,2014-09-07,Second Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,FUR-TA-10001771,Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled",1478.27,8,0.2,92.39,4.3
5461,US-2011-107405,2011-03-21,2011-03-25,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Asheville,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,16.27,1,0.2,-3.86,3.9
5462,CA-2014-101574,2014-09-29,2014-10-05,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Los Angeles,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,9.24,3,0.0,4.44,4.4
5463,CA-2011-146591,2011-01-20,2011-01-21,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,10,0.7,-23.72,3.8
5464,CA-2011-146591,2011-01-20,2011-01-21,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",56.06,4,0.2,19.62,4.4
5465,CA-2011-146591,2011-01-20,2011-01-21,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",108.72,5,0.2,36.69,4.4
5466,CA-2011-146591,2011-01-20,2011-01-21,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,181.47,5,0.7,-320.6,3.9
5467,CA-2011-107706,2011-02-15,2011-02-20,Second Class,ST-20530,Shui Tom,Consumer,United States,Houston,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8ÃÂ x 11ÃÂ",16.18,3,0.2,6.07,4.4
5468,CA-2013-122448,2013-06-10,2013-06-15,Standard Class,DB-13210,Dean Braden,Consumer,United States,San Francisco,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.35,3,0.2,13.76,4.1
5469,CA-2011-132451,2011-09-26,2011-09-27,First Class,KF-16285,Karen Ferguson,Home Office,United States,San Diego,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",585.55,3,0.2,73.19,4.3
5470,CA-2011-132451,2011-09-26,2011-09-27,First Class,KF-16285,Karen Ferguson,Home Office,United States,San Diego,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,19.44,3,0.0,9.33,4.1
5471,CA-2013-158547,2013-05-31,2013-06-05,Standard Class,JM-16195,Justin MacKendrick,Consumer,United States,Hamilton,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,123.92,5,0.2,9.29,4.1
5472,CA-2014-116946,2014-12-20,2014-12-24,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Parker,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,13.36,5,0.2,4.01,4.1
5473,CA-2014-116946,2014-12-20,2014-12-24,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Parker,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,78.26,2,0.2,-17.61,4.4
5474,CA-2014-116946,2014-12-20,2014-12-24,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Parker,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,102.02,7,0.7,-183.63,4.3
5475,CA-2014-121741,2014-12-27,2014-12-27,Same Day,YC-21895,Yoseph Carroll,Corporate,United States,Fremont,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,750.68,2,0.0,37.53,4.2
5476,CA-2014-169691,2014-06-16,2014-06-19,First Class,Dp-13240,Dean percer,Home Office,United States,Maple Grove,OFF-LA-10002312,Office Supplies,Labels,Avery 490,44.4,3,0.0,22.2,4.2
5477,CA-2014-169691,2014-06-16,2014-06-19,First Class,Dp-13240,Dean percer,Home Office,United States,Maple Grove,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",84.55,5,0.0,22.83,3.9
5478,CA-2014-169691,2014-06-16,2014-06-19,First Class,Dp-13240,Dean percer,Home Office,United States,Maple Grove,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,17.94,3,0.0,8.79,4.1
5479,CA-2013-121356,2013-11-21,2013-11-25,Standard Class,SJ-20500,Shirley Jackson,Consumer,United States,Newark,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",128.4,3,0.0,62.92,4.5
5480,CA-2011-101770,2011-03-31,2011-04-04,Standard Class,KB-16240,Karen Bern,Corporate,United States,Miami,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,1.87,1,0.7,-1.31,4.2
5481,CA-2014-105487,2014-10-09,2014-10-15,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,103.19,1,0.2,11.61,3.9
5482,CA-2014-105487,2014-10-09,2014-10-15,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,TEC-AC-10002305,Technology,Accessories,KeyTronicÃÂ E03601U1 -ÃÂ KeyboardÃÂ - Beige,36.0,2,0.0,6.48,4.1
5483,CA-2014-105487,2014-10-09,2014-10-15,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,TEC-AC-10003610,Technology,Accessories,LogitechÃÂ Illuminated - Keyboard,239.96,4,0.0,115.18,4.0
5484,CA-2014-105487,2014-10-09,2014-10-15,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,40.68,2,0.0,0.41,4.1
5485,CA-2014-148999,2014-01-31,2014-02-05,Standard Class,EB-13870,Emily Burns,Consumer,United States,Miami,FUR-CH-10002044,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",419.14,4,0.2,-68.11,3.3
5486,CA-2011-107573,2011-12-12,2011-12-17,Standard Class,PB-19150,Philip Brown,Consumer,United States,Miami,OFF-EN-10001099,Office Supplies,Envelopes,Staples,23.47,3,0.2,7.63,3.8
5487,CA-2012-156608,2012-10-24,2012-10-29,Standard Class,MT-18070,Michelle Tran,Home Office,United States,San Antonio,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,3.59,4,0.8,-6.29,4.4
5488,CA-2014-134495,2014-04-02,2014-04-05,Second Class,BF-11020,Barry FranzÃÂ¶sisch,Corporate,United States,Jacksonville,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.98,3,0.2,-5.69,4.3
5489,CA-2014-134495,2014-04-02,2014-04-05,Second Class,BF-11020,Barry FranzÃÂ¶sisch,Corporate,United States,Jacksonville,OFF-LA-10000262,Office Supplies,Labels,Avery 494,6.26,3,0.2,2.04,4.4
5490,CA-2014-134495,2014-04-02,2014-04-05,Second Class,BF-11020,Barry FranzÃÂ¶sisch,Corporate,United States,Jacksonville,OFF-AP-10002222,Office Supplies,Appliances,Staples,20.81,3,0.2,1.82,4.3
5491,CA-2014-134495,2014-04-02,2014-04-05,Second Class,BF-11020,Barry FranzÃÂ¶sisch,Corporate,United States,Jacksonville,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",218.35,3,0.2,-19.11,4.3
5492,CA-2014-164098,2014-01-27,2014-01-28,First Class,CG-12520,Claire Gute,Consumer,United States,Houston,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",18.16,2,0.2,1.82,4.0
5493,CA-2011-105249,2011-11-28,2011-11-28,Same Day,DH-13675,Duane Huffman,Home Office,United States,San Francisco,OFF-SU-10001225,Office Supplies,Supplies,Staples,7.36,2,0.0,0.15,4.3
5494,CA-2011-105249,2011-11-28,2011-11-28,Same Day,DH-13675,Duane Huffman,Home Office,United States,San Francisco,OFF-LA-10002043,Office Supplies,Labels,Avery 489,41.4,4,0.0,19.87,4.5
5495,CA-2011-105249,2011-11-28,2011-11-28,Same Day,DH-13675,Duane Huffman,Home Office,United States,San Francisco,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.33,4,0.15,-4.84,4.1
5496,CA-2012-113523,2012-09-04,2012-09-08,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Philadelphia,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,7.66,4,0.7,-6.12,4.0
5497,CA-2014-117821,2014-06-13,2014-06-17,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Marion,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,63.92,2,0.2,19.18,4.2
5498,CA-2014-164378,2014-07-16,2014-07-19,Second Class,MM-18055,Michelle Moray,Consumer,United States,New York City,OFF-AR-10001177,Office Supplies,Art,Newell 349,6.56,2,0.0,1.9,3.6
5499,CA-2014-164378,2014-07-16,2014-07-19,Second Class,MM-18055,Michelle Moray,Consumer,United States,New York City,OFF-LA-10000634,Office Supplies,Labels,Avery 509,7.83,3,0.0,3.6,4.0
5500,CA-2014-164378,2014-07-16,2014-07-19,Second Class,MM-18055,Michelle Moray,Consumer,United States,New York City,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9,2,0.0,8.8,4.1
5501,CA-2014-164378,2014-07-16,2014-07-19,Second Class,MM-18055,Michelle Moray,Consumer,United States,New York City,FUR-CH-10002084,Furniture,Chairs,Hon Mobius Operator's Chair,664.15,6,0.1,88.55,3.9
5502,CA-2014-164378,2014-07-16,2014-07-19,Second Class,MM-18055,Michelle Moray,Consumer,United States,New York City,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,8.96,2,0.0,4.39,4.4
5503,CA-2014-127782,2014-11-03,2014-11-07,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,3.31,1,0.2,0.66,4.0
5504,CA-2014-127782,2014-11-03,2014-11-07,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,20.14,3,0.2,1.26,4.2
5505,CA-2014-127782,2014-11-03,2014-11-07,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,8.86,3,0.2,2.88,4.0
5506,CA-2014-127782,2014-11-03,2014-11-07,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Philadelphia,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,859.2,4,0.4,-186.16,4.3
5507,US-2013-162026,2013-10-09,2013-10-09,Same Day,JE-15745,Joel Eaton,Consumer,United States,Los Angeles,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,61.96,2,0.0,27.88,4.3
5508,CA-2013-150000,2013-04-09,2013-04-15,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,Smyrna,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,17.92,4,0.0,8.6,4.2
5509,CA-2012-168529,2012-10-08,2012-10-12,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,San Francisco,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9,5,0.0,62.74,3.9
5510,US-2014-152569,2014-05-16,2014-05-21,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,56.7,2,0.2,19.14,4.3
5511,US-2014-152569,2014-05-16,2014-05-21,Standard Class,JD-16015,Joy Daniels,Consumer,United States,Chicago,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,11.12,2,0.2,3.48,4.2
5512,US-2011-137680,2011-02-25,2011-03-02,Standard Class,JH-15430,Jennifer Halladay,Consumer,United States,Medford,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.9,4,0.2,11.1,4.0
5513,US-2011-137680,2011-02-25,2011-03-02,Standard Class,JH-15430,Jennifer Halladay,Consumer,United States,Medford,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",22.78,3,0.2,7.69,4.3
5514,CA-2012-103177,2012-05-30,2012-06-01,First Class,EN-13780,Edward Nazzal,Consumer,United States,New York City,TEC-PH-10001795,Technology,Phones,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,239.97,3,0.0,2.4,4.2
5515,CA-2012-103177,2012-05-30,2012-06-01,First Class,EN-13780,Edward Nazzal,Consumer,United States,New York City,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",160.32,2,0.0,44.89,4.1
5516,CA-2012-103177,2012-05-30,2012-06-01,First Class,EN-13780,Edward Nazzal,Consumer,United States,New York City,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,128.85,3,0.0,3.87,4.2
5517,US-2013-138408,2013-11-19,2013-11-22,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Huntsville,TEC-AC-10003870,Technology,Accessories,LogitechÃÂ Z-906 Speaker sys - home theater - 5.1-CH,1319.96,4,0.0,527.98,4.2
5518,CA-2014-117667,2014-12-05,2014-12-10,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Philadelphia,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,239.96,10,0.3,-10.28,4.1
5519,CA-2014-117667,2014-12-05,2014-12-10,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Philadelphia,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,54.77,2,0.2,6.85,4.5
5520,CA-2014-117667,2014-12-05,2014-12-10,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Philadelphia,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,13.39,3,0.2,3.18,4
5521,CA-2014-117667,2014-12-05,2014-12-10,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Philadelphia,OFF-PA-10002709,Office Supplies,Paper,Xerox 1956,23.92,5,0.2,8.67,4.1
5522,CA-2014-117667,2014-12-05,2014-12-10,Standard Class,MS-17980,Michael Stewart,Corporate,United States,Philadelphia,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,255.97,4,0.2,-28.8,4.1
5523,CA-2013-110982,2013-06-06,2013-06-08,First Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Santa Clara,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,21.55,6,0.2,7.0,4.3
5524,CA-2013-110982,2013-06-06,2013-06-08,First Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Santa Clara,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24,4,0.0,15.72,4.0
5525,CA-2013-147123,2013-12-11,2013-12-13,First Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Long Beach,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",80.28,12,0.0,36.93,3.9
5526,CA-2014-154501,2014-05-01,2014-05-06,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Los Angeles,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,9.78,2,0.0,4.01,4.1
5527,CA-2014-166933,2014-04-25,2014-04-29,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Santa Barbara,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,1.81,1,0.0,0.65,3.9
5528,CA-2012-142055,2012-05-08,2012-05-10,First Class,AB-10255,Alejandro Ballentine,Home Office,United States,New York City,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,37.94,2,0.0,18.21,3.4
5529,CA-2012-137106,2012-03-31,2012-04-04,Standard Class,SC-20260,Scott Cohen,Corporate,United States,Jacksonville,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,79.96,5,0.2,27.99,4.2
5530,CA-2014-136609,2014-08-07,2014-08-12,Standard Class,TB-21355,Todd Boyes,Corporate,United States,Cedar Hill,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,115.3,3,0.2,40.35,4.0
5531,CA-2014-160885,2014-12-03,2014-12-07,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Omaha,TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 -ÃÂ speaker phone,2479.96,4,0.0,743.99,3.6
5532,US-2013-167472,2013-06-07,2013-06-08,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,179.94,6,0.0,75.57,4.4
5533,US-2013-167472,2013-06-07,2013-06-08,First Class,CK-12595,Clytie Kelty,Consumer,United States,Little Rock,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,26.85,3,0.0,5.1,3.5
